,img_id,geojson_path,linestring,lane_number,paved,road_type
579,img206,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img206.geojson,"[[-115.2864576, 36.20310074284425], [-115.28502071483, 36.20225211267], [-115.28475914801, 36.20247444447], [-115.28426217106, 36.20267061958], [-115.28384366416, 36.20269677626]]",2,1,5
580,img1472,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1472.geojson,"[[-115.16699752296, 36.18478391285], [-115.16686229652, 36.18488092313], [-115.16680350241, 36.18488680254], [-115.16670649213, 36.18486034519], [-115.16667121567, 36.18478979226], [-115.1666888539, 36.18471335992], [-115.16673882889, 36.18467514375], [-115.16683289946, 36.18466926434], [-115.16691815092, 36.1846986614], [-115.16695636709, 36.18473099816], [-115.16699752296, 36.18478391285]]",2,1,5
581,img1108,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1108.geojson,"[[-115.19834634608254, 36.1739276998], [-115.19845021288, 36.17389060452], [-115.19860993722, 36.17383356011], [-115.1987076, 36.173798632966125]]",2,1,3
582,img28,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img28.geojson,"[[-115.30572372833, 36.2195576999], [-115.30572372833, 36.21989806401], [-115.30572372833, 36.22016617]]",2,1,5
583,img364,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img364.geojson,"[[-115.2653976, 36.17393498496082], [-115.26569014311302, 36.1739276998]]",4,1,2
584,img1483,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1483.geojson,"[[-115.1671176, 36.22424912822435], [-115.16708312469, 36.22424967895], [-115.16690323239, 36.22428142415], [-115.16665588048, 36.22433584447]]",2,1,5
585,img1003,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1003.geojson,"[[-115.2075500372, 36.22339575054], [-115.20663134676, 36.2233847811], [-115.2060832867, 36.22335636965], [-115.2057276, 36.22331442546237]]",2,1,3
586,img1540,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1540.geojson,"[[-115.1565876, 36.14903375625716], [-115.15692898633, 36.14905202442], [-115.15796718297, 36.14910442123]]",2,1,3
587,img1536,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1536.geojson,"[[[-115.15739787009, 36.13526178439], [-115.15716361987, 36.13529497774], [-115.15713974342941, 36.1353176997]], [[-115.1571312552154, 36.1353176997], [-115.15704484547, 36.13531180812], [-115.15701054349, 36.13531538125], [-115.15699276378353, 36.1353176997]]]",2,1,6
588,img563,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img563.geojson,"[[-115.2443376, 36.21413746195], [-115.24448651159, 36.21413746195], [-115.24446783158, 36.21430414514], [-115.24444915156, 36.21447657603], [-115.24442354777, 36.21464482955], [-115.24439889639, 36.21480682432], [-115.24438880075, 36.21487316707], [-115.24439438671, 36.21498230803], [-115.24440292548, 36.21514914255], [-115.24441173514, 36.21532126963], [-115.24442023637, 36.21548737063], [-115.24442616078, 36.21560312449], [-115.24442655566, 36.21567499221], [-115.24442742375, 36.21583298592], [-115.24442838728, 36.21600834853], [-115.24442860349885, 36.2160476999]]",2,1,6
589,img88,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img88.geojson,"[[-115.2969876, 36.12770197173866], [-115.29680347234, 36.12769931887], [-115.2950792042, 36.12767389418], [-115.29378551471, 36.1276548749], [-115.29373472159, 36.1276478203], [-115.29371496871, 36.12762806742], [-115.29369803767, 36.1275984381], [-115.29369803767, 36.12756739786], [-115.29370227043, 36.12738045098]]",2,1,5
590,img506,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img506.geojson,"[[-115.25065563519, 36.12487597656], [-115.25020334018, 36.1248674427], [-115.24955192157, 36.12488166581]]",1,1,6
591,img771,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img771.geojson,"[[-115.2302976, 36.254213454899286], [-115.22975971705, 36.25415739245], [-115.22762105096, 36.25393448287], [-115.2267876, 36.2538476136792]]",2,1,3
592,img752,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img752.geojson,"[[-115.22911417167, 36.18599840269], [-115.22912611265, 36.18564724521], [-115.22918823491, 36.1853040937], [-115.22930656302, 36.18507631209]]",2,1,5
593,img1154,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1154.geojson,"[[-115.19411250628, 36.1949876999], [-115.19411250628, 36.19474139736], [-115.19412392833, 36.19399325288], [-115.19414088369, 36.19335007663], [-115.19414391692, 36.19176309701], [-115.19414777042859, 36.1914776999]]",2,1,5
594,img698,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img698.geojson,"[[-115.23122982445, 36.13672137663], [-115.2302976, 36.13671528660451]]",2,1,5
595,img745,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img745.geojson,"[[-115.2302976, 36.162882330508396], [-115.2297468511, 36.16286360417], [-115.2292842221, 36.16251964208]]",2,1,5
596,img960,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img960.geojson,"[[-115.2092376, 36.21409189727495], [-115.21006077583, 36.21499789162], [-115.2110146193064, 36.2160476999]]",2,1,2
597,img1015,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1015.geojson,"[[-115.20307921732, 36.12630710371], [-115.20307410105, 36.12595276532], [-115.20308512778, 36.12568411412], [-115.20309292973, 36.12549403023], [-115.20309635313, 36.12510205136], [-115.20309747782052, 36.1247876997]]",4,1,3
598,img75,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img75.geojson,"[[-115.3004976, 36.19048170735388], [-115.30026837473, 36.1908153897], [-115.30024496705, 36.19092269793], [-115.30016351153, 36.19127079563], [-115.30017975797, 36.19135630323], [-115.3002028233343, 36.1914776999]]",2,1,6
599,img1100,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1100.geojson,"[[-115.1987076, 36.14384627005161], [-115.19791392609, 36.14384487519]]",1,1,6
600,img1333,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1333.geojson,"[[-115.17999979606, 36.25858636525], [-115.18000593284795, 36.2581677]]",6,1,2
601,img502,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img502.geojson,"[[-115.25466277931088, 36.2230676999], [-115.25480634305, 36.22348531939], [-115.2548676, 36.22347126713105]]",1,1,6
602,img645,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img645.geojson,"[[-115.238546986, 36.23039194689], [-115.23852288706, 36.23027844866], [-115.23848238560937, 36.2300876999]]",2,1,5
603,img470,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img470.geojson,"[[-115.25510883704591, 36.2230676999], [-115.25507615351, 36.22295955902], [-115.25487094556, 36.22234489008], [-115.2548676, 36.222325277595765]]",1,1,6
604,img700,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img700.geojson,"[[-115.23059517782, 36.14454178698], [-115.23058379933, 36.14432986258], [-115.23047651065, 36.14421229468]]",1,1,6
605,img1183,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1183.geojson,"[[-115.1907265807476, 36.1563776998], [-115.19092006421, 36.15624594093]]",2,1,5
606,img1417,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1417.geojson,"[[-115.1671176, 36.13208085411317], [-115.16720822535, 36.13218015636], [-115.16755181148, 36.13225910806], [-115.16790563209, 36.13228250116], [-115.16823898374, 36.13231466667], [-115.16867468019, 36.13229127357], [-115.1690051077, 36.1322342529], [-115.16919079042, 36.13221232187], [-115.16956800412, 36.13222986669]]",2,2,6
607,img217,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img217.geojson,"[[-115.2864576, 36.24097656673415], [-115.28313154938, 36.24102231117], [-115.2829476, 36.24102484109613]]",2,1,3
608,img392,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img392.geojson,"[[-115.2649551075758, 36.1633976998], [-115.26495449871, 36.16348902962], [-115.26495511133, 36.16352221229], [-115.26495182894, 36.16388949401], [-115.26495168412, 36.16391677512], [-115.26494843758, 36.16452834207], [-115.26494647347, 36.16488146562], [-115.26494424833, 36.16531749288], [-115.26493887216, 36.16546400276], [-115.26494077249, 36.16597225432]]",2,1,5
609,img1371,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1371.geojson,"[[-115.1755030270481, 36.2546577], [-115.17548020322, 36.25417168758], [-115.175445206, 36.25296644628]]",2,1,3
610,img1577,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1577.geojson,"[[-115.1530776, 36.1410997076176], [-115.15313033233, 36.14108608016], [-115.15316098656, 36.14106716585], [-115.15318446639, 36.14104629488], [-115.15319881518, 36.14101629287], [-115.15320598958, 36.14098563864], [-115.15319881518, 36.14094781001], [-115.15317403091, 36.14090932917], [-115.15313946337, 36.14088324046], [-115.15309837366, 36.14086758723], [-115.1530776, 36.14086392129083]]",1,1,6
611,img670,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img670.geojson,"[[-115.2373176, 36.177833769828325], [-115.23729801643, 36.17783415382], [-115.2371704936, 36.17783665427], [-115.23627682318, 36.17781019692], [-115.23493337785, 36.1777984381], [-115.23410707815, 36.17776413886], [-115.2338076, 36.17775170769307]]",2,1,5
612,img1603,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1603.geojson,"[[-115.15568342638298, 36.2300876999], [-115.15592999304, 36.23054453144], [-115.15595049174, 36.23058251067], [-115.15616901763, 36.23098269655], [-115.15616901763, 36.23146386971], [-115.15562565597, 36.23147339786]]",2,1,5
613,img524,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img524.geojson,"[[-115.2478476, 36.188653080073756], [-115.24886861575, 36.18866215765], [-115.25000607451, 36.18867270314], [-115.25114105302, 36.18868294369], [-115.2513576, 36.18868489752438]]",4,1,3
614,img580,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img580.geojson,"[[-115.2443376, 36.14577419952593], [-115.24393668473, 36.14578595569], [-115.24392478132, 36.14561822204], [-115.24391317965, 36.14545474007], [-115.24390146587, 36.14528967796]]",2,1,6
615,img608,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img608.geojson,"[[-115.24225499045, 36.24126390771], [-115.24220219238, 36.24105787429], [-115.24219469997675, 36.2406177]]",2,1,3
616,img1054,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1054.geojson,"[[[-115.20167666527, 36.12339755481], [-115.2022176, 36.12338825961211]], [[-115.2022176, 36.123222521814725], [-115.20168597297, 36.12322419887]]]",1,1,6
617,img810,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img810.geojson,"[[-115.2251501986561, 36.2476377], [-115.22517273846, 36.2482990286]]",2,1,6
618,img1101,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1101.geojson,"[[-115.19724499097, 36.14867537576], [-115.1972589619, 36.14796236803]]",2,1,5
619,img830,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img830.geojson,"[[-115.22009857585, 36.17788569229], [-115.21998891378, 36.17775845718], [-115.2197676, 36.17752081697512]]",2,1,5
620,img1583,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1583.geojson,"[[-115.15601957118, 36.16333585779], [-115.15613701922139, 36.1633976998]]",2,1,6
621,img1433,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1433.geojson,"[[-115.16983471719, 36.19041936837], [-115.16905180788, 36.19041922107], [-115.16784107025, 36.19040779902], [-115.1671176, 36.19041355226097]]",2,1,5
622,img1454,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1454.geojson,"[[-115.16404077351, 36.12157653681], [-115.16403435852, 36.12203713368]]",4,1,2
623,img1104,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1104.geojson,"[[[-115.19524334285, 36.15988736573], [-115.19525734921595, 36.1598876998]], [[-115.19547255503774, 36.1598876998], [-115.19551050482, 36.15947296286], [-115.19550776065, 36.15928361483], [-115.19571906208, 36.1592753823], [-115.19576296887, 36.15927263813], [-115.19594684995, 36.15927314749], [-115.19675361585, 36.1592753823], [-115.19675896956, 36.15907999138]]]",1,1,6
624,img1620,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1620.geojson,"[[-115.15293833637, 36.15606836608], [-115.1530776, 36.156062035912065]]",2,1,3
625,img1580,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1580.geojson,"[[-115.15352059279, 36.14940390377], [-115.15346780950742, 36.1493576998]]",1,1,6
626,img199,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img199.geojson,"[[-115.28465375064634, 36.1774376998], [-115.2864576, 36.1775984776726]]",2,1,1
627,img429,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img429.geojson,"[[-115.2618876, 36.18704851727465], [-115.26174083698, 36.18690958162], [-115.26152516626, 36.18674148532], [-115.26141098764, 36.18686517882]]",2,1,6
628,img531,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img531.geojson,"[[-115.24889050421, 36.21451088259], [-115.24894759369, 36.21450920349], [-115.24904652908, 36.21450629362], [-115.24908592588, 36.21450513489], [-115.2491632507, 36.21448222384], [-115.2492087992, 36.21446872799], [-115.24931870758, 36.21443616254], [-115.2493770904, 36.21441825207], [-115.25013078025, 36.21418703785], [-115.25019466522, 36.21417247125], [-115.25025785764, 36.21415806256]]",2,1,6
629,img1293,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1293.geojson,"[[-115.18455186279104, 36.2581677], [-115.18455328188, 36.25877574536]]",2,1,3
630,img1448,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1448.geojson,[],-1,-1,-1
631,img836,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img836.geojson,"[[-115.22005488666, 36.19928328957], [-115.22005209745, 36.19860755017]]",2,1,5
632,img1596,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1596.geojson,"[[-115.15454173472513, 36.2055176999], [-115.15454329471, 36.2055722994]]",2,1,5
633,img1080,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1080.geojson,"[[-115.20101709942463, 36.2160476999], [-115.2010207797, 36.21603021859], [-115.20134846548, 36.2157255283], [-115.2022176, 36.21499388399224]]",2,1,6
634,img167,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img167.geojson,"[[-115.28742729654, 36.18632518749], [-115.28743380103, 36.18649588236], [-115.287438228, 36.18660900311], [-115.28749140047763, 36.1879676998]]",2,1,3
635,img776,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img776.geojson,"[[-115.22511151927984, 36.1318076997], [-115.22510215092, 36.13137033415]]",3,1,3
636,img175,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img175.geojson,"[[-115.2864576, 36.21512722713503], [-115.28679283001, 36.21514081754], [-115.28756445212, 36.21503619082], [-115.2899676, 36.21456436990296]]",2,1,5
637,img1590,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1590.geojson,"[[-115.15631193538, 36.18736810513], [-115.1565876, 36.18737200145035]]",2,1,5
638,img693,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img693.geojson,"[[-115.23396032137, 36.26083382476], [-115.23396336309, 36.26024810742], [-115.23396765082, 36.25942245976], [-115.23397313977, 36.25836550362], [-115.23397284546836, 36.2581677]]",2,1,3
639,img143,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img143.geojson,"[[-115.2934776, 36.21217266825088], [-115.29073998996, 36.21209914548]]",2,1,5
640,img436,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img436.geojson,"[[-115.26055798964512, 36.2125376999], [-115.26056602168, 36.21236728106]]",6,1,2
641,img1420,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1420.geojson,"[[-115.17047858363766, 36.1458476998], [-115.17060572627, 36.14573120887], [-115.1706276, 36.14571117708818]]",1,1,1
642,img1491,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1491.geojson,"[[-115.16648273068, 36.2542320333], [-115.16650860954, 36.25385348216], [-115.16642508073, 36.25353527285], [-115.16621949978, 36.25313965537], [-115.16617161398, 36.25304750423], [-115.16549474256, 36.25188846086], [-115.16506787810312, 36.2511477]]",2,1,3
643,img1589,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1589.geojson,"[[-115.15628609243, 36.18436109423], [-115.15628661390274, 36.1844576998]]",2,1,3
644,img1396,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1396.geojson,"[[-115.17254804735, 36.20174498699], [-115.17211688185, 36.2017219915], [-115.17211688185, 36.19962365273]]",2,1,5
645,img324,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img324.geojson,"[[-115.27011832602255, 36.1458476998], [-115.27019773749, 36.1467708056]]",6,1,3
646,img1604,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1604.geojson,"[[-115.1530776, 36.233770052519006], [-115.1536412047, 36.23377441246], [-115.15456254841, 36.23377093175]]",2,1,5
647,img965,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img965.geojson,"[[-115.21228265063, 36.23016289048], [-115.21228103520428, 36.2300876999]]",2,1,3
648,img333,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img333.geojson,"[[-115.26917999553429, 36.1809476998], [-115.26918131852, 36.18091396366], [-115.26915236805, 36.18076921131], [-115.2691060473, 36.18060708868], [-115.26907330987, 36.18049611452]]",1,1,6
649,img76,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img76.geojson,"[[-115.29930752512, 36.19353701564], [-115.29924100772, 36.19339883541], [-115.2991893392, 36.19334403278], [-115.29910578946, 36.19325541508], [-115.29893452153, 36.19312537832], [-115.29867444802, 36.19279235735], [-115.29851770667, 36.19253797386], [-115.29848097869, 36.19247836615], [-115.29839851636, 36.1924054187], [-115.29826213634, 36.19244347824], [-115.29823993495, 36.19253228384], [-115.29834142705, 36.19258302989]]",2,1,5
650,img471,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img471.geojson,"[[-115.2552072586, 36.2233933499], [-115.25510883704591, 36.2230676999]]",1,1,6
651,img1190,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1190.geojson,"[[-115.18960068906846, 36.1774376998], [-115.18978207237, 36.17743907392], [-115.18978383909578, 36.1774376998]]",1,1,5
652,img440,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img440.geojson,"[[-115.26047649715, 36.22343624953], [-115.26021585274, 36.22343320336], [-115.26020798688857, 36.2230676999]]",1,1,6
653,img995,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img995.geojson,"[[-115.20678670196, 36.19555147078], [-115.20608065398, 36.19555117484]]",2,1,3
654,img1501,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1501.geojson,"[[-115.16027250373561, 36.1493576998], [-115.16027951546, 36.14929381518]]",1,1,6
655,img328,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img328.geojson,"[[-115.27093582229234, 36.1633976998], [-115.27093475489, 36.16309135593], [-115.27033355998, 36.16308859182], [-115.27033355998, 36.1633976998]]",2,1,5
656,img1522,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1522.geojson,"[[-115.16161494165085, 36.2230676999], [-115.16158491589, 36.22249259992], [-115.1615516273, 36.22194072759], [-115.16149712172, 36.2210371112], [-115.16146679379, 36.22053431552]]",2,1,2
657,img824,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img824.geojson,"[[-115.22135297505, 36.15743558886], [-115.22134001551, 36.15691796955], [-115.22132648887273, 36.1563776998]]",2,1,5
658,img234,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img234.geojson,[],-1,-1,-1
659,img1386,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1386.geojson,"[[-115.17234795283439, 36.1633976998], [-115.17233419855, 36.16393132489], [-115.17232820241, 36.16416395561], [-115.17152193631, 36.16414722239], [-115.17151647519876, 36.1633976998]]",2,1,6
660,img480,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img480.geojson,"[[-115.25220267884, 36.14768855541], [-115.25162378615, 36.14770125864], [-115.25152719743, 36.14770337819], [-115.2513576, 36.147707099840176]]",4,1,5
661,img805,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img805.geojson,"[[-115.22584789761682, 36.2335976999], [-115.22607053509, 36.23329411967], [-115.22645571829, 36.23297771273]]",3,1,2
662,img1008,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1008.geojson,"[[-115.2064271239, 36.24079203654], [-115.20642558520385, 36.2406177]]",2,1,6
663,img1358,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1358.geojson,"[[-115.1741376, 36.20651896084611], [-115.17528954132, 36.20651511463], [-115.17611737907, 36.20652373794]]",2,1,3
664,img947,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img947.geojson,"[[-115.2125067254, 36.17005189605], [-115.21254233819, 36.16989459543], [-115.21258350081, 36.1698122702], [-115.21263289595, 36.16971896827], [-115.21266582604, 36.16961468964], [-115.21268777944, 36.16950766683], [-115.21269052361, 36.16935948141], [-115.2126774864, 36.16900434586]]",1,1,5
665,img934,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img934.geojson,"[[-115.21066166174, 36.12345899886], [-115.20974000397, 36.12349028971], [-115.2095309242, 36.12354433754]]",2,1,5
666,img984,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img984.geojson,"[[-115.20601618721, 36.15811287225], [-115.20600535459, 36.15827623981], [-115.20596480873, 36.15888771513], [-115.20596234818, 36.15897395356], [-115.20596775495, 36.15916269476], [-115.20596897456, 36.15927652518]]",3,1,2
667,img1569,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1569.geojson,"[[-115.1565876, 36.24944301152355], [-115.15715338238, 36.24944489026]]",2,1,5
668,img332,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img332.geojson,"[[-115.27219681735926, 36.1739276998], [-115.27220645385, 36.1741107931], [-115.27202704242, 36.17426457433], [-115.27158492139, 36.17425816678], [-115.27148880812, 36.17432864984], [-115.27151616846, 36.1753601347], [-115.27152084588, 36.17553647323]]",2,1,5
669,img963,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img963.geojson,"[[-115.21190358439746, 36.2230676999], [-115.21190015011, 36.22318961707], [-115.21193464733, 36.22446601403]]",2,1,5
670,img378,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img378.geojson,"[[-115.2677235539706, 36.2230676999], [-115.26762043976, 36.22315116306], [-115.26751761513022, 36.2230676999]]",2,1,5
671,img1379,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1379.geojson,"[[-115.17412797657062, 36.1388276998], [-115.17386871325, 36.13911753582], [-115.17352561304, 36.13950109487], [-115.17344845126, 36.13958735568]]",2,1,6
672,img862,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img862.geojson,"[[-115.21677729052031, 36.1528676998], [-115.2167757741, 36.15278600267], [-115.21677715616, 36.15268234837]]",4,1,3
673,img1186,../data/AOI_2_Vegas_Roads_Train/geojson/spacenetroads/spacenetroads_AOI_2_Vegas_img1186.geojson,"[[-115.18988554564, 36.16394044849], [-115.19062861846, 36.16391578131], [-115.19061215342, 36.1636797823], [-115.18988320104, 36.16368254235]]",1,1,6
