,correct,img_names,img_folders,img_ids,subfolders
636,1,MUL-PanSharpen_AOI_2_Vegas_img503.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img503,MUL-PanSharpen
637,1,MUL-PanSharpen_AOI_2_Vegas_img1619.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1619,MUL-PanSharpen
638,1,MUL-PanSharpen_AOI_2_Vegas_img59.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img59,MUL-PanSharpen
639,1,MUL-PanSharpen_AOI_2_Vegas_img1576.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1576,MUL-PanSharpen
640,1,MUL-PanSharpen_AOI_2_Vegas_img219.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img219,MUL-PanSharpen
641,1,MUL-PanSharpen_AOI_2_Vegas_img448.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img448,MUL-PanSharpen
642,1,MUL-PanSharpen_AOI_2_Vegas_img1047.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1047,MUL-PanSharpen
643,1,MUL-PanSharpen_AOI_2_Vegas_img1212.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1212,MUL-PanSharpen
644,1,MUL-PanSharpen_AOI_2_Vegas_img482.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img482,MUL-PanSharpen
645,1,MUL-PanSharpen_AOI_2_Vegas_img1238.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1238,MUL-PanSharpen
646,1,MUL-PanSharpen_AOI_2_Vegas_img1172.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1172,MUL-PanSharpen
647,1,MUL-PanSharpen_AOI_2_Vegas_img1012.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1012,MUL-PanSharpen
648,1,MUL-PanSharpen_AOI_2_Vegas_img1590.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1590,MUL-PanSharpen
649,1,MUL-PanSharpen_AOI_2_Vegas_img716.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img716,MUL-PanSharpen
650,1,MUL-PanSharpen_AOI_2_Vegas_img1379.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1379,MUL-PanSharpen
651,1,MUL-PanSharpen_AOI_2_Vegas_img1108.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1108,MUL-PanSharpen
652,1,MUL-PanSharpen_AOI_2_Vegas_img1042.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1042,MUL-PanSharpen
653,1,MUL-PanSharpen_AOI_2_Vegas_img217.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img217,MUL-PanSharpen
654,1,MUL-PanSharpen_AOI_2_Vegas_img998.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img998,MUL-PanSharpen
655,1,MUL-PanSharpen_AOI_2_Vegas_img969.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img969,MUL-PanSharpen
656,1,MUL-PanSharpen_AOI_2_Vegas_img436.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img436,MUL-PanSharpen
657,1,MUL-PanSharpen_AOI_2_Vegas_img1253.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1253,MUL-PanSharpen
658,1,MUL-PanSharpen_AOI_2_Vegas_img1284.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1284,MUL-PanSharpen
659,1,MUL-PanSharpen_AOI_2_Vegas_img528.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img528,MUL-PanSharpen
660,1,MUL-PanSharpen_AOI_2_Vegas_img954.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img954,MUL-PanSharpen
661,1,MUL-PanSharpen_AOI_2_Vegas_img307.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img307,MUL-PanSharpen
662,1,MUL-PanSharpen_AOI_2_Vegas_img293.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img293,MUL-PanSharpen
663,0,MUL-PanSharpen_AOI_2_Vegas_img1448.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1448,MUL-PanSharpen
664,1,MUL-PanSharpen_AOI_2_Vegas_img593.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img593,MUL-PanSharpen
665,1,MUL-PanSharpen_AOI_2_Vegas_img40.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img40,MUL-PanSharpen
666,1,MUL-PanSharpen_AOI_2_Vegas_img396.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img396,MUL-PanSharpen
667,1,MUL-PanSharpen_AOI_2_Vegas_img963.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img963,MUL-PanSharpen
668,1,MUL-PanSharpen_AOI_2_Vegas_img1100.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1100,MUL-PanSharpen
669,1,MUL-PanSharpen_AOI_2_Vegas_img1173.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1173,MUL-PanSharpen
670,1,MUL-PanSharpen_AOI_2_Vegas_img688.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img688,MUL-PanSharpen
671,1,MUL-PanSharpen_AOI_2_Vegas_img27.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img27,MUL-PanSharpen
672,1,MUL-PanSharpen_AOI_2_Vegas_img463.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img463,MUL-PanSharpen
673,1,MUL-PanSharpen_AOI_2_Vegas_img1417.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1417,MUL-PanSharpen
674,1,MUL-PanSharpen_AOI_2_Vegas_img403.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img403,MUL-PanSharpen
675,1,MUL-PanSharpen_AOI_2_Vegas_img184.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img184,MUL-PanSharpen
676,1,MUL-PanSharpen_AOI_2_Vegas_img628.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img628,MUL-PanSharpen
677,1,MUL-PanSharpen_AOI_2_Vegas_img272.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img272,MUL-PanSharpen
678,1,MUL-PanSharpen_AOI_2_Vegas_img1438.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1438,MUL-PanSharpen
679,1,MUL-PanSharpen_AOI_2_Vegas_img1454.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1454,MUL-PanSharpen
680,1,MUL-PanSharpen_AOI_2_Vegas_img362.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img362,MUL-PanSharpen
681,1,MUL-PanSharpen_AOI_2_Vegas_img148.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img148,MUL-PanSharpen
682,1,MUL-PanSharpen_AOI_2_Vegas_img406.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img406,MUL-PanSharpen
683,1,MUL-PanSharpen_AOI_2_Vegas_img763.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img763,MUL-PanSharpen
684,1,MUL-PanSharpen_AOI_2_Vegas_img515.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img515,MUL-PanSharpen
685,1,MUL-PanSharpen_AOI_2_Vegas_img625.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img625,MUL-PanSharpen
686,1,MUL-PanSharpen_AOI_2_Vegas_img846.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img846,MUL-PanSharpen
687,1,MUL-PanSharpen_AOI_2_Vegas_img168.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img168,MUL-PanSharpen
688,1,MUL-PanSharpen_AOI_2_Vegas_img1079.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1079,MUL-PanSharpen
689,1,MUL-PanSharpen_AOI_2_Vegas_img182.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img182,MUL-PanSharpen
690,1,MUL-PanSharpen_AOI_2_Vegas_img902.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img902,MUL-PanSharpen
691,1,MUL-PanSharpen_AOI_2_Vegas_img471.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img471,MUL-PanSharpen
692,1,MUL-PanSharpen_AOI_2_Vegas_img1089.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1089,MUL-PanSharpen
693,1,MUL-PanSharpen_AOI_2_Vegas_img737.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img737,MUL-PanSharpen
694,1,MUL-PanSharpen_AOI_2_Vegas_img882.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img882,MUL-PanSharpen
695,1,MUL-PanSharpen_AOI_2_Vegas_img805.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img805,MUL-PanSharpen
696,1,MUL-PanSharpen_AOI_2_Vegas_img1638.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1638,MUL-PanSharpen
697,1,MUL-PanSharpen_AOI_2_Vegas_img25.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img25,MUL-PanSharpen
698,1,MUL-PanSharpen_AOI_2_Vegas_img670.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img670,MUL-PanSharpen
699,1,MUL-PanSharpen_AOI_2_Vegas_img832.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img832,MUL-PanSharpen
700,1,MUL-PanSharpen_AOI_2_Vegas_img1421.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1421,MUL-PanSharpen
701,1,MUL-PanSharpen_AOI_2_Vegas_img1442.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1442,MUL-PanSharpen
702,1,MUL-PanSharpen_AOI_2_Vegas_img1065.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1065,MUL-PanSharpen
703,1,MUL-PanSharpen_AOI_2_Vegas_img816.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img816,MUL-PanSharpen
704,1,MUL-PanSharpen_AOI_2_Vegas_img8.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img8,MUL-PanSharpen
705,1,MUL-PanSharpen_AOI_2_Vegas_img1505.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1505,MUL-PanSharpen
706,1,MUL-PanSharpen_AOI_2_Vegas_img1358.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1358,MUL-PanSharpen
707,1,MUL-PanSharpen_AOI_2_Vegas_img927.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img927,MUL-PanSharpen
708,1,MUL-PanSharpen_AOI_2_Vegas_img1612.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1612,MUL-PanSharpen
709,1,MUL-PanSharpen_AOI_2_Vegas_img1082.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1082,MUL-PanSharpen
710,1,MUL-PanSharpen_AOI_2_Vegas_img546.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img546,MUL-PanSharpen
711,1,MUL-PanSharpen_AOI_2_Vegas_img1443.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1443,MUL-PanSharpen
712,1,MUL-PanSharpen_AOI_2_Vegas_img1154.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1154,MUL-PanSharpen
713,1,MUL-PanSharpen_AOI_2_Vegas_img1472.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1472,MUL-PanSharpen
714,1,MUL-PanSharpen_AOI_2_Vegas_img433.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img433,MUL-PanSharpen
715,1,MUL-PanSharpen_AOI_2_Vegas_img197.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img197,MUL-PanSharpen
716,1,MUL-PanSharpen_AOI_2_Vegas_img1513.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1513,MUL-PanSharpen
717,1,MUL-PanSharpen_AOI_2_Vegas_img213.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img213,MUL-PanSharpen
718,1,MUL-PanSharpen_AOI_2_Vegas_img1126.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1126,MUL-PanSharpen
719,1,MUL-PanSharpen_AOI_2_Vegas_img1512.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1512,MUL-PanSharpen
720,1,MUL-PanSharpen_AOI_2_Vegas_img925.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img925,MUL-PanSharpen
721,1,MUL-PanSharpen_AOI_2_Vegas_img339.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img339,MUL-PanSharpen
722,1,MUL-PanSharpen_AOI_2_Vegas_img485.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img485,MUL-PanSharpen
723,1,MUL-PanSharpen_AOI_2_Vegas_img1384.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1384,MUL-PanSharpen
724,1,MUL-PanSharpen_AOI_2_Vegas_img842.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img842,MUL-PanSharpen
725,1,MUL-PanSharpen_AOI_2_Vegas_img1433.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1433,MUL-PanSharpen
726,1,MUL-PanSharpen_AOI_2_Vegas_img988.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img988,MUL-PanSharpen
727,1,MUL-PanSharpen_AOI_2_Vegas_img1201.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1201,MUL-PanSharpen
728,1,MUL-PanSharpen_AOI_2_Vegas_img1575.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1575,MUL-PanSharpen
729,1,MUL-PanSharpen_AOI_2_Vegas_img1015.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1015,MUL-PanSharpen
730,1,MUL-PanSharpen_AOI_2_Vegas_img470.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img470,MUL-PanSharpen
731,1,MUL-PanSharpen_AOI_2_Vegas_img1071.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1071,MUL-PanSharpen
732,1,MUL-PanSharpen_AOI_2_Vegas_img77.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img77,MUL-PanSharpen
733,1,MUL-PanSharpen_AOI_2_Vegas_img549.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img549,MUL-PanSharpen
734,1,MUL-PanSharpen_AOI_2_Vegas_img535.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img535,MUL-PanSharpen
735,1,MUL-PanSharpen_AOI_2_Vegas_img787.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img787,MUL-PanSharpen
736,1,MUL-PanSharpen_AOI_2_Vegas_img652.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img652,MUL-PanSharpen
737,1,MUL-PanSharpen_AOI_2_Vegas_img1226.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1226,MUL-PanSharpen
738,1,MUL-PanSharpen_AOI_2_Vegas_img1002.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1002,MUL-PanSharpen
739,1,MUL-PanSharpen_AOI_2_Vegas_img608.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img608,MUL-PanSharpen
740,1,MUL-PanSharpen_AOI_2_Vegas_img332.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img332,MUL-PanSharpen
741,1,MUL-PanSharpen_AOI_2_Vegas_img444.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img444,MUL-PanSharpen
742,1,MUL-PanSharpen_AOI_2_Vegas_img1262.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1262,MUL-PanSharpen
743,1,MUL-PanSharpen_AOI_2_Vegas_img29.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img29,MUL-PanSharpen
744,1,MUL-PanSharpen_AOI_2_Vegas_img1500.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1500,MUL-PanSharpen
745,1,MUL-PanSharpen_AOI_2_Vegas_img151.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img151,MUL-PanSharpen
746,1,MUL-PanSharpen_AOI_2_Vegas_img1367.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1367,MUL-PanSharpen
747,1,MUL-PanSharpen_AOI_2_Vegas_img28.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img28,MUL-PanSharpen
748,1,MUL-PanSharpen_AOI_2_Vegas_img133.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img133,MUL-PanSharpen
749,1,MUL-PanSharpen_AOI_2_Vegas_img1584.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1584,MUL-PanSharpen
750,1,MUL-PanSharpen_AOI_2_Vegas_img1527.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1527,MUL-PanSharpen
751,1,MUL-PanSharpen_AOI_2_Vegas_img1642.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1642,MUL-PanSharpen
752,1,MUL-PanSharpen_AOI_2_Vegas_img596.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img596,MUL-PanSharpen
753,1,MUL-PanSharpen_AOI_2_Vegas_img1052.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1052,MUL-PanSharpen
754,1,MUL-PanSharpen_AOI_2_Vegas_img739.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img739,MUL-PanSharpen
755,1,MUL-PanSharpen_AOI_2_Vegas_img1008.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1008,MUL-PanSharpen
756,1,MUL-PanSharpen_AOI_2_Vegas_img635.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img635,MUL-PanSharpen
757,1,MUL-PanSharpen_AOI_2_Vegas_img919.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img919,MUL-PanSharpen
758,1,MUL-PanSharpen_AOI_2_Vegas_img147.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img147,MUL-PanSharpen
759,1,MUL-PanSharpen_AOI_2_Vegas_img1348.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1348,MUL-PanSharpen
760,1,MUL-PanSharpen_AOI_2_Vegas_img985.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img985,MUL-PanSharpen
761,1,MUL-PanSharpen_AOI_2_Vegas_img312.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img312,MUL-PanSharpen
762,1,MUL-PanSharpen_AOI_2_Vegas_img1371.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1371,MUL-PanSharpen
763,1,MUL-PanSharpen_AOI_2_Vegas_img1368.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1368,MUL-PanSharpen
764,1,MUL-PanSharpen_AOI_2_Vegas_img165.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img165,MUL-PanSharpen
765,1,MUL-PanSharpen_AOI_2_Vegas_img830.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img830,MUL-PanSharpen
766,1,MUL-PanSharpen_AOI_2_Vegas_img1511.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1511,MUL-PanSharpen
767,1,MUL-PanSharpen_AOI_2_Vegas_img622.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img622,MUL-PanSharpen
768,1,MUL-PanSharpen_AOI_2_Vegas_img1186.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1186,MUL-PanSharpen
769,1,MUL-PanSharpen_AOI_2_Vegas_img1491.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1491,MUL-PanSharpen
770,1,MUL-PanSharpen_AOI_2_Vegas_img315.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img315,MUL-PanSharpen
771,1,MUL-PanSharpen_AOI_2_Vegas_img760.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img760,MUL-PanSharpen
772,1,MUL-PanSharpen_AOI_2_Vegas_img1241.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1241,MUL-PanSharpen
773,1,MUL-PanSharpen_AOI_2_Vegas_img1556.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1556,MUL-PanSharpen
774,1,MUL-PanSharpen_AOI_2_Vegas_img544.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img544,MUL-PanSharpen
775,1,MUL-PanSharpen_AOI_2_Vegas_img1591.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1591,MUL-PanSharpen
776,1,MUL-PanSharpen_AOI_2_Vegas_img1224.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1224,MUL-PanSharpen
777,1,MUL-PanSharpen_AOI_2_Vegas_img194.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img194,MUL-PanSharpen
778,1,MUL-PanSharpen_AOI_2_Vegas_img505.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img505,MUL-PanSharpen
779,1,MUL-PanSharpen_AOI_2_Vegas_img1194.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1194,MUL-PanSharpen
780,1,MUL-PanSharpen_AOI_2_Vegas_img731.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img731,MUL-PanSharpen
781,1,MUL-PanSharpen_AOI_2_Vegas_img574.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img574,MUL-PanSharpen
782,1,MUL-PanSharpen_AOI_2_Vegas_img1623.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1623,MUL-PanSharpen
783,1,MUL-PanSharpen_AOI_2_Vegas_img1583.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1583,MUL-PanSharpen
784,1,MUL-PanSharpen_AOI_2_Vegas_img1075.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1075,MUL-PanSharpen
785,1,MUL-PanSharpen_AOI_2_Vegas_img725.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img725,MUL-PanSharpen
786,1,MUL-PanSharpen_AOI_2_Vegas_img1061.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1061,MUL-PanSharpen
787,1,MUL-PanSharpen_AOI_2_Vegas_img1035.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1035,MUL-PanSharpen
788,1,MUL-PanSharpen_AOI_2_Vegas_img640.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img640,MUL-PanSharpen
789,1,MUL-PanSharpen_AOI_2_Vegas_img399.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img399,MUL-PanSharpen
790,1,MUL-PanSharpen_AOI_2_Vegas_img880.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img880,MUL-PanSharpen
791,1,MUL-PanSharpen_AOI_2_Vegas_img1561.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1561,MUL-PanSharpen
792,1,MUL-PanSharpen_AOI_2_Vegas_img955.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img955,MUL-PanSharpen
793,1,MUL-PanSharpen_AOI_2_Vegas_img1589.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1589,MUL-PanSharpen
794,1,MUL-PanSharpen_AOI_2_Vegas_img1457.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1457,MUL-PanSharpen
795,1,MUL-PanSharpen_AOI_2_Vegas_img669.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img669,MUL-PanSharpen
796,1,MUL-PanSharpen_AOI_2_Vegas_img209.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img209,MUL-PanSharpen
797,1,MUL-PanSharpen_AOI_2_Vegas_img671.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img671,MUL-PanSharpen
798,1,MUL-PanSharpen_AOI_2_Vegas_img697.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img697,MUL-PanSharpen
799,0,MUL-PanSharpen_AOI_2_Vegas_img42.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img42,MUL-PanSharpen
800,1,MUL-PanSharpen_AOI_2_Vegas_img1427.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1427,MUL-PanSharpen
801,1,MUL-PanSharpen_AOI_2_Vegas_img948.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img948,MUL-PanSharpen
802,1,MUL-PanSharpen_AOI_2_Vegas_img712.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img712,MUL-PanSharpen
803,1,MUL-PanSharpen_AOI_2_Vegas_img305.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img305,MUL-PanSharpen
804,1,MUL-PanSharpen_AOI_2_Vegas_img1092.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1092,MUL-PanSharpen
805,1,MUL-PanSharpen_AOI_2_Vegas_img1308.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1308,MUL-PanSharpen
806,1,MUL-PanSharpen_AOI_2_Vegas_img536.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img536,MUL-PanSharpen
807,1,MUL-PanSharpen_AOI_2_Vegas_img1073.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1073,MUL-PanSharpen
808,1,MUL-PanSharpen_AOI_2_Vegas_img534.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img534,MUL-PanSharpen
809,1,MUL-PanSharpen_AOI_2_Vegas_img39.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img39,MUL-PanSharpen
810,1,MUL-PanSharpen_AOI_2_Vegas_img1587.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1587,MUL-PanSharpen
811,1,MUL-PanSharpen_AOI_2_Vegas_img888.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img888,MUL-PanSharpen
812,1,MUL-PanSharpen_AOI_2_Vegas_img394.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img394,MUL-PanSharpen
813,1,MUL-PanSharpen_AOI_2_Vegas_img527.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img527,MUL-PanSharpen
814,1,MUL-PanSharpen_AOI_2_Vegas_img360.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img360,MUL-PanSharpen
815,1,MUL-PanSharpen_AOI_2_Vegas_img1331.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1331,MUL-PanSharpen
816,1,MUL-PanSharpen_AOI_2_Vegas_img1498.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1498,MUL-PanSharpen
817,1,MUL-PanSharpen_AOI_2_Vegas_img720.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img720,MUL-PanSharpen
818,1,MUL-PanSharpen_AOI_2_Vegas_img871.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img871,MUL-PanSharpen
819,1,MUL-PanSharpen_AOI_2_Vegas_img1055.tif,AOI_2_Vegas_Roads_Train,AOI_2_Vegas_img1055,MUL-PanSharpen
